CFisoKop_Flex_ID,CFisoKop_Flex_Exp,CFisoKop_Flex_Sim,CFisoKop_Step_ID,CFisoKop_Step_Exp,CFisoKop_Step_Sim,GisoKop_Aldi_ID,GisoKop_Aldi_Exp,GisoKop_Aldi_Sim,GisoKop_Cload_ID,GisoKop_Cload_Exp,GisoKop_Cload_Sim,VMtisoKop_Flex_ID,VMtisoKop_Flex_Exp,VMtisoKop_Flex_Sim,VMtisoKop_Step_ID,VMtisoKop_Step_Exp,VMtisoKop_Step_Sim,GTisoKop_Aldi_ID,GTisoKop_Aldi_Exp,GTisoKop_Aldi_Sim,GTisoKop_Cload_ID,GTisoKop_Cload_Exp,GTisoKop_Cload_Sim
1725,0.2975,0.631,1725,0.2975,0.8068,1725,0.2975,0.3516,1725,0.2975,0.4382,1725,0.2975,0.6218,1725,0.2975,1.1678,1725,0.2975,0.4527,1725,0.2975,0.4559
1726,0.3655,0.6145,1726,0.3655,0.7811,1726,0.3655,0.3484,1726,0.3655,0.4347,1726,0.3655,0.6105,1726,0.3655,1.1107,1726,0.3655,0.416,1726,0.3655,0.4474
1727,0.2936,0.5863,1727,0.2936,0.891,1727,0.2936,0.3167,1727,0.2936,0.4162,1727,0.2936,0.576,1727,0.2936,1.2344,1727,0.2936,0.3342,1727,0.2936,0.4132
1728,0.3391,0.5697,1728,0.3391,0.8138,1728,0.3391,0.3068,1728,0.3391,0.4094,1728,0.3391,0.5605,1728,0.3391,1.1614,1728,0.3391,0.3101,1728,0.3391,0.4051
1729,0.0679,0.4624,1729,0.0679,0.4573,1729,0.0679,0.3125,1729,0.0679,0.4003,1729,0.0679,0.5754,1729,0.0679,0.9559,1729,0.0679,0.4101,1729,0.0679,0.4238
1730,0.0516,0.3914,1730,0.0516,0.3882,1730,0.0516,0.2813,1730,0.0516,0.368,1730,0.0516,0.5332,1730,0.0516,0.8535,1730,0.0516,0.3524,1730,0.0516,0.3927
1731,0.077,0.414,1731,0.077,0.4061,1731,0.077,0.2976,1731,0.077,0.3864,1731,0.077,0.5244,1731,0.077,0.9549,1731,0.077,0.3167,1731,0.077,0.3882
1732,0.0937,0.3467,1732,0.0937,0.2854,1732,0.0937,0.279,1732,0.0937,0.3662,1732,0.0937,0.4599,1732,0.0937,0.7668,1732,0.0937,0.2776,1732,0.0937,0.3527
1733,-0.0464,0.3578,1733,-0.0464,0.3257,1733,-0.0464,0.2911,1733,-0.0464,0.3732,1733,-0.0464,0.4694,1733,-0.0464,0.6841,1733,-0.0464,0.3156,1733,-0.0464,0.3522
1734,-0.0253,0.2761,1734,-0.0253,0.2499,1734,-0.0253,0.2583,1734,-0.0253,0.3341,1734,-0.0253,0.4049,1734,-0.0253,0.5641,1734,-0.0253,0.2613,1734,-0.0253,0.3096
1735,-0.0584,0.3033,1735,-0.0584,0.2481,1735,-0.0584,0.2742,1735,-0.0584,0.3511,1735,-0.0584,0.4329,1735,-0.0584,0.6693,1735,-0.0584,0.2734,1735,-0.0584,0.3346
1736,-0.1496,0.2286,1736,-0.1496,0.187,1736,-0.1496,0.2464,1736,-0.1496,0.3158,1736,-0.1496,0.3481,1736,-0.1496,0.4802,1736,-0.1496,0.2276,1736,-0.1496,0.2827
1737,-0.0823,0.3053,1737,-0.0823,0.2775,1737,-0.0823,0.2684,1737,-0.0823,0.3447,1737,-0.0823,0.3628,1737,-0.0823,0.4538,1737,-0.0823,0.235,1737,-0.0823,0.2741
1738,-0.1284,0.2544,1738,-0.1284,0.2279,1738,-0.1284,0.2482,1738,-0.1284,0.3223,1738,-0.1284,0.3276,1738,-0.1284,0.4083,1738,-0.1284,0.2154,1738,-0.1284,0.2587
1739,-0.0563,0.2474,1739,-0.0563,0.2034,1739,-0.0563,0.2484,1739,-0.0563,0.3186,1739,-0.0563,0.2923,1739,-0.0563,0.3562,1739,-0.0563,0.1929,1739,-0.0563,0.2348
1740,-0.068,0.2134,1740,-0.068,0.1718,1740,-0.068,0.2353,1740,-0.068,0.3039,1740,-0.068,0.2988,1740,-0.068,0.3835,1740,-0.068,0.2012,1740,-0.068,0.2476
1741,-0.0053,0.2665,1741,-0.0053,0.2382,1741,-0.0053,0.2408,1741,-0.0053,0.3104,1741,-0.0053,0.2758,1741,-0.0053,0.2868,1741,-0.0053,0.1813,1741,-0.0053,0.2128
1742,-0.0153,0.1991,1742,-0.0153,0.1794,1742,-0.0153,0.2092,1742,-0.0153,0.2745,1742,-0.0153,0.2401,1742,-0.0153,0.2624,1742,-0.0153,0.1613,1742,-0.0153,0.1943
1743,0.0008,0.2253,1743,0.0008,0.1815,1743,0.0008,0.2324,1743,0.0008,0.3007,1743,0.0008,0.2269,1743,0.0008,0.2159,1743,0.0008,0.1542,1743,0.0008,0.1861
1744,-0.0538,0.1926,1744,-0.0538,0.1495,1744,-0.0538,0.2208,1744,-0.0538,0.2882,1744,-0.0538,0.2238,1744,-0.0538,0.2308,1744,-0.0538,0.1592,1744,-0.0538,0.1922
1745,-0.1719,0.0993,1745,-0.1719,0.0993,1745,-0.1719,0.1141,1745,-0.1719,0.1475,1745,-0.1719,0.0923,1745,-0.1719,0.0649,1745,-0.1719,0.0685,1745,-0.1719,0.0784
1746,-0.1406,0.0944,1746,-0.1406,0.0987,1746,-0.1406,0.1207,1746,-0.1406,0.1625,1746,-0.1406,0.1071,1746,-0.1406,0.0953,1746,-0.1406,0.082,1746,-0.1406,0.0961
1747,-0.0272,0.1019,1747,-0.0272,0.0816,1747,-0.0272,0.1247,1747,-0.0272,0.1657,1747,-0.0272,0.1021,1747,-0.0272,0.0599,1747,-0.0272,0.0775,1747,-0.0272,0.0919
1748,-0.0935,0.1154,1748,-0.0935,0.0914,1748,-0.0935,0.1469,1748,-0.0935,0.1952,1748,-0.0935,0.1347,1748,-0.0935,0.1071,1748,-0.0935,0.1052,1748,-0.0935,0.1241
1749,-0.1075,0.0255,1749,-0.1075,0.0167,1749,-0.1075,0.0338,1749,-0.1075,0.0443,1749,-0.1075,0.0364,1749,-0.1075,-0.0102,1749,-0.1075,0.0287,1749,-0.1075,0.0324
1750,-0.0544,0.061,1750,-0.0544,0.0598,1750,-0.0544,0.0824,1750,-0.0544,0.1105,1750,-0.0544,0.0582,1750,-0.0544,0.0177,1750,-0.0544,0.0472,1750,-0.0544,0.054
1751,-0.0929,0.0232,1751,-0.0929,0.0094,1751,-0.0929,0.0365,1751,-0.0929,0.0498,1751,-0.0929,0.0515,1751,-0.0929,-0.0201,1751,-0.0929,0.0448,1751,-0.0929,0.0504
1752,-0.1469,0.0522,1752,-0.1469,0.0405,1752,-0.1469,0.0765,1752,-0.1469,0.1038,1752,-0.1469,0.0658,1752,-0.1469,0.0026,1752,-0.1469,0.0576,1752,-0.1469,0.0651
1753,-0.1806,0.0049,1753,-0.1806,-0.0423,1753,-0.1806,0.0064,1753,-0.1806,0.0075,1753,-0.1806,0.0116,1753,-0.1806,-0.0472,1753,-0.1806,0.0098,1753,-0.1806,0.0109
1754,-0.0765,0.0047,1754,-0.0765,-0.0522,1754,-0.0765,0.0053,1754,-0.0765,0.0058,1754,-0.0765,0.0101,1754,-0.0765,-0.0686,1754,-0.0765,0.0094,1754,-0.0765,0.0101
1755,-0.1837,0.0041,1755,-0.1837,-0.091,1755,-0.1837,0.0057,1755,-0.1837,0.0068,1755,-0.1837,0.0119,1755,-0.1837,-0.1073,1755,-0.1837,0.0115,1755,-0.1837,0.0126
1756,-0.1196,0.0054,1756,-0.1196,-0.0694,1756,-0.1196,0.0057,1756,-0.1196,0.0058,1756,-0.1196,0.0176,1756,-0.1196,-0.1023,1756,-0.1196,0.0162,1756,-0.1196,0.0178
1762,0.8212,0.5813,1762,0.8212,0.9667,1762,0.8212,0.4413,1762,0.8212,0.4754,1762,0.8212,0.5801,1762,0.8212,0.9706,1762,0.8212,0.4491,1762,0.8212,0.4774
1763,0.6912,0.5615,1763,0.6912,0.751,1763,0.6912,0.473,1763,0.6912,0.4634,1763,0.6912,0.5597,1763,0.6912,0.7636,1763,0.6912,0.4752,1763,0.6912,0.4633
1766,0.7807,0.5371,1766,0.7807,0.9267,1766,0.7807,0.4065,1766,0.7807,0.4616,1766,0.7807,0.5367,1766,0.7807,0.9305,1766,0.7807,0.4162,1766,0.7807,0.4656
1767,0.6257,0.5155,1767,0.6257,0.7379,1767,0.6257,0.4197,1767,0.6257,0.4449,1767,0.6257,0.5151,1767,0.6257,0.7384,1767,0.6257,0.4229,1767,0.6257,0.4466
1769,0.262,0.5759,1769,0.262,0.676,1769,0.262,0.3645,1769,0.262,0.4463,1769,0.262,0.5699,1769,0.262,0.8509,1769,0.262,0.4278,1769,0.262,0.4545
1770,0.224,0.5438,1770,0.224,0.5433,1770,0.224,0.3997,1770,0.224,0.4469,1770,0.224,0.5494,1770,0.224,0.6617,1770,0.224,0.4582,1770,0.224,0.4525
1771,0.2716,0.5262,1771,0.2716,0.6722,1771,0.2716,0.3392,1771,0.2716,0.4278,1771,0.2716,0.5211,1771,0.2716,0.8174,1771,0.2716,0.3678,1771,0.2716,0.4294
1772,0.2043,0.5065,1772,0.2043,0.5488,1772,0.2043,0.3677,1772,0.2043,0.4306,1772,0.2043,0.5077,1772,0.2043,0.668,1772,0.2043,0.4072,1772,0.2043,0.4365
1773,0.1336,0.3909,1773,0.1336,0.3407,1773,0.1336,0.2952,1773,0.1336,0.3823,1773,0.1336,0.5085,1773,0.1336,0.7029,1773,0.1336,0.3539,1773,0.1336,0.4
1774,0.0868,0.3052,1774,0.0868,0.2137,1774,0.0868,0.2741,1774,0.0868,0.3427,1774,0.0868,0.4919,1774,0.0868,0.5012,1774,0.0868,0.3592,1774,0.0868,0.3837
1775,0.0729,0.3812,1775,0.0729,0.3193,1775,0.0729,0.2948,1775,0.0729,0.3798,1775,0.0729,0.4686,1775,0.0729,0.6282,1775,0.0729,0.3154,1775,0.0729,0.3825
1776,0.0385,0.3742,1776,0.0385,0.3046,1776,0.0385,0.3013,1776,0.0385,0.3785,1776,0.0385,0.4628,1776,0.0385,0.5264,1776,0.0385,0.3459,1776,0.0385,0.3927
1777,0.0496,0.2281,1777,0.0496,0.1773,1777,0.0496,0.2397,1777,0.0496,0.3095,1777,0.0496,0.4296,1777,0.0496,0.542,1777,0.0496,0.2893,1777,0.0496,0.3426
1778,0.0393,0.2248,1778,0.0393,0.1474,1778,0.0393,0.2425,1778,0.0393,0.3101,1778,0.0393,0.4088,1778,0.0393,0.3881,1778,0.0393,0.2817,1778,0.0393,0.3267
1779,-0.001,0.1786,1779,-0.001,0.1221,1779,-0.001,0.224,1779,-0.001,0.2862,1779,-0.001,0.3488,1779,-0.001,0.3814,1779,-0.001,0.2443,1779,-0.001,0.2995
1780,0.0447,0.2091,1780,0.0447,0.1312,1780,0.0447,0.2403,1780,0.0447,0.304,1780,0.0447,0.3817,1780,0.0447,0.3724,1780,0.0447,0.2728,1780,0.0447,0.3249
1781,-0.0171,0.1731,1781,-0.0171,0.1251,1781,-0.0171,0.2126,1781,-0.0171,0.2769,1781,-0.0171,0.2653,1781,-0.0171,0.2623,1781,-0.0171,0.1919,1781,-0.0171,0.233
1782,-0.0342,0.1874,1782,-0.0342,0.1253,1782,-0.0342,0.2234,1782,-0.0342,0.2893,1782,-0.0342,0.3265,1782,-0.0342,0.2818,1782,-0.0342,0.2319,1782,-0.0342,0.2779
1783,-0.0573,0.1656,1783,-0.0573,0.1108,1783,-0.0573,0.2138,1783,-0.0573,0.2754,1783,-0.0573,0.3078,1783,-0.0573,0.3047,1783,-0.0573,0.223,1783,-0.0573,0.2741
1784,0.0275,0.183,1784,0.0275,0.1141,1784,0.0275,0.224,1784,0.0275,0.2865,1784,0.0275,0.3333,1784,0.0275,0.298,1784,0.0275,0.2414,1784,0.0275,0.2903
1785,-0.0188,0.1531,1785,-0.0188,0.1049,1785,-0.0188,0.1916,1785,-0.0188,0.2529,1785,-0.0188,0.1831,1785,-0.0188,0.1584,1785,-0.0188,0.1301,1785,-0.0188,0.1612
1786,0.031,0.1779,1786,0.031,0.1159,1786,0.031,0.2135,1786,0.031,0.2788,1786,0.031,0.2947,1786,0.031,0.2415,1786,0.031,0.2153,1786,0.031,0.2581
1787,-0.0234,0.1453,1787,-0.0234,0.0924,1787,-0.0234,0.1954,1787,-0.0234,0.255,1787,-0.0234,0.203,1787,-0.0234,0.1709,1787,-0.0234,0.1558,1787,-0.0234,0.1878
1788,0.0102,0.1635,1788,0.0102,0.0962,1788,0.0102,0.2091,1788,0.0102,0.2704,1788,0.0102,0.2785,1788,0.0102,0.2218,1788,0.0102,0.2092,1788,0.0102,0.2501
1789,-0.0451,0.1093,1789,-0.0451,0.0726,1789,-0.0451,0.1467,1789,-0.0451,0.1968,1789,-0.0451,0.1235,1789,-0.0451,0.0815,1789,-0.0451,0.0932,1789,-0.0451,0.113
1790,-0.0244,0.1238,1790,-0.0244,0.0687,1790,-0.0244,0.1623,1790,-0.0244,0.2132,1790,-0.0244,0.1741,1790,-0.0244,0.115,1790,-0.0244,0.1332,1790,-0.0244,0.1565
1791,-0.0763,0.1217,1791,-0.0763,0.0733,1791,-0.0763,0.1694,1791,-0.0763,0.2236,1791,-0.0763,0.1458,1791,-0.0763,0.0964,1791,-0.0763,0.1135,1791,-0.0763,0.1337
1792,-0.0322,0.1343,1792,-0.0322,0.07,1792,-0.0322,0.1822,1792,-0.0322,0.2389,1792,-0.0322,0.2126,1792,-0.0322,0.1403,1792,-0.0322,0.1611,1792,-0.0322,0.1897
1793,-0.0638,0.0292,1793,-0.0638,0.0083,1793,-0.0638,0.0386,1793,-0.0638,0.046,1793,-0.0638,0.0595,1793,-0.0638,0.0154,1793,-0.0638,0.0491,1793,-0.0638,0.058
1794,-0.0662,0.0329,1794,-0.0662,-0.0013,1794,-0.0662,0.0412,1794,-0.0662,0.0508,1794,-0.0662,0.0747,1794,-0.0662,0.0286,1794,-0.0662,0.06,1794,-0.0662,0.0696
1795,-0.094,0.0326,1795,-0.094,0.0078,1795,-0.094,0.0395,1795,-0.094,0.048,1795,-0.094,0.0731,1795,-0.094,0.0177,1795,-0.094,0.0598,1795,-0.094,0.0678
1796,-0.0698,0.0327,1796,-0.0698,-0.0213,1796,-0.0698,0.0438,1796,-0.0698,0.0547,1796,-0.0698,0.0888,1796,-0.0698,0.0205,1796,-0.0698,0.0678,1796,-0.0698,0.0813
1797,-0.1282,0.0057,1797,-0.1282,-0.0308,1797,-0.1282,0.0062,1797,-0.1282,0.0062,1797,-0.1282,0.0143,1797,-0.1282,-0.0238,1797,-0.1282,0.0135,1797,-0.1282,0.0149
1798,-0.1206,0.0061,1798,-0.1206,-0.0329,1798,-0.1206,0.0061,1798,-0.1206,0.0066,1798,-0.1206,0.0146,1798,-0.1206,-0.024,1798,-0.1206,0.0124,1798,-0.1206,0.0135
1799,-0.1972,0.0075,1799,-0.1972,-0.0428,1799,-0.1972,0.0079,1799,-0.1972,0.008,1799,-0.1972,0.0201,1799,-0.1972,-0.0369,1799,-0.1972,0.0176,1799,-0.1972,0.0193
1800,-0.1599,0.0033,1800,-0.1599,-0.0601,1800,-0.1599,0.0039,1800,-0.1599,0.0039,1800,-0.1599,0.0083,1800,-0.1599,-0.0586,1800,-0.1599,0.008,1800,-0.1599,0.0086
1806,0.8641,0.554,1806,0.8641,0.8172,1806,0.8641,0.3636,1806,0.8641,0.4135,1806,0.8641,0.5546,1806,0.8641,0.9263,1806,0.8641,0.3995,1806,0.8641,0.4178
1807,1.1172,0.5905,1807,1.1172,1.0733,1807,1.1172,0.3675,1807,1.1172,0.4265,1807,1.1172,0.5883,1807,1.1172,1.1382,1807,1.1172,0.3845,1807,1.1172,0.4286
1810,0.7464,0.5136,1810,0.7464,0.7316,1810,0.7464,0.3404,1810,0.7464,0.3994,1810,0.7464,0.5161,1810,0.7464,0.8126,1810,0.7464,0.3647,1810,0.7464,0.4065
1811,0.9714,0.5376,1811,0.9714,0.9542,1811,0.9714,0.3275,1811,0.9714,0.4062,1811,0.9714,0.5361,1811,0.9714,1.0189,1811,0.9714,0.3293,1811,0.9714,0.4074
1813,0.2196,0.4968,1813,0.2196,0.4469,1813,0.2196,0.3369,1813,0.2196,0.4058,1813,0.2196,0.547,1813,0.2196,0.7719,1813,0.2196,0.3851,1813,0.2196,0.4086
1814,0.2969,0.5515,1814,0.2969,0.5273,1814,0.2969,0.3427,1814,0.2969,0.4198,1814,0.2969,0.5771,1814,0.2969,0.9479,1814,0.2969,0.3825,1814,0.2969,0.42
1815,0.2088,0.479,1815,0.2088,0.4447,1815,0.2088,0.3249,1815,0.2088,0.3925,1815,0.2088,0.5039,1815,0.2088,0.7078,1815,0.2088,0.3523,1815,0.2088,0.3941
1816,0.2364,0.5122,1816,0.2364,0.4688,1816,0.2364,0.3199,1816,0.2364,0.4025,1816,0.2364,0.5247,1816,0.2364,0.8494,1816,0.2364,0.3249,1816,0.2364,0.3958
1817,0.0684,0.4769,1817,0.0684,0.358,1817,0.0684,0.3294,1817,0.0684,0.4006,1817,0.0684,0.5384,1817,0.0684,0.668,1817,0.0684,0.3746,1817,0.0684,0.4009
1818,0.0553,0.5032,1818,0.0553,0.4034,1818,0.0553,0.33,1818,0.0553,0.4108,1818,0.0553,0.551,1818,0.0553,0.7959,1818,0.0553,0.3602,1818,0.0553,0.4035
1819,0.0839,0.4307,1819,0.0839,0.2954,1819,0.0839,0.3096,1819,0.0839,0.3798,1819,0.0839,0.4692,1819,0.0839,0.5597,1819,0.0839,0.324,1819,0.0839,0.3688
1820,0.0483,0.4748,1820,0.0483,0.3659,1820,0.0483,0.3139,1820,0.0483,0.3929,1820,0.0483,0.4956,1820,0.0483,0.6862,1820,0.0483,0.3167,1820,0.0483,0.3812
1821,0.0034,0.4155,1821,0.0034,0.3214,1821,0.0034,0.3173,1821,0.0034,0.3878,1821,0.0034,0.5058,1821,0.0034,0.5778,1821,0.0034,0.3473,1821,0.0034,0.3812
1822,-0.0219,0.3938,1822,-0.0219,0.3277,1822,-0.0219,0.3124,1822,-0.0219,0.3862,1822,-0.0219,0.4956,1822,-0.0219,0.6031,1822,-0.0219,0.3287,1822,-0.0219,0.3743
1823,-0.0242,0.3731,1823,-0.0242,0.2609,1823,-0.0242,0.2993,1823,-0.0242,0.3678,1823,-0.0242,0.4455,1823,-0.0242,0.4826,1823,-0.0242,0.3059,1823,-0.0242,0.3532
1824,-0.043,0.3432,1824,-0.043,0.2637,1824,-0.043,0.2953,1824,-0.043,0.3655,1824,-0.043,0.4368,1824,-0.043,0.5279,1824,-0.043,0.2945,1824,-0.043,0.3504
1825,-0.0551,0.3924,1825,-0.0551,0.3081,1825,-0.0551,0.3102,1825,-0.0551,0.3802,1825,-0.0551,0.4776,1825,-0.0551,0.5219,1825,-0.0551,0.3268,1825,-0.0551,0.3647
1826,-0.0397,0.3842,1826,-0.0397,0.3209,1826,-0.0397,0.3062,1826,-0.0397,0.3797,1826,-0.0397,0.4649,1826,-0.0397,0.5149,1826,-0.0397,0.3107,1826,-0.0397,0.3533
1827,-0.0665,0.3387,1827,-0.0665,0.2418,1827,-0.0665,0.2894,1827,-0.0665,0.3562,1827,-0.0665,0.4112,1827,-0.0665,0.4117,1827,-0.0665,0.2845,1827,-0.0665,0.3322
1828,-0.0657,0.3336,1828,-0.0657,0.2568,1828,-0.0657,0.29,1828,-0.0657,0.3599,1828,-0.0657,0.4159,1828,-0.0657,0.4646,1828,-0.0657,0.2817,1828,-0.0657,0.3337
1829,-0.0311,0.3178,1829,-0.0311,0.252,1829,-0.0311,0.2727,1829,-0.0311,0.3387,1829,-0.0311,0.375,1829,-0.0311,0.3885,1829,-0.0311,0.258,1829,-0.0311,0.2948
1830,-0.0363,0.3324,1830,-0.0363,0.2859,1830,-0.0363,0.2775,1830,-0.0363,0.3465,1830,-0.0363,0.367,1830,-0.0363,0.3801,1830,-0.0363,0.2538,1830,-0.0363,0.2866
1831,-0.0364,0.2797,1831,-0.0364,0.2075,1831,-0.0364,0.2673,1831,-0.0364,0.3309,1831,-0.0364,0.3477,1831,-0.0364,0.335,1831,-0.0364,0.2483,1831,-0.0364,0.2869
1832,-0.0793,0.2983,1832,-0.0793,0.2281,1832,-0.0793,0.2702,1832,-0.0793,0.3373,1832,-0.0793,0.3579,1832,-0.0793,0.3582,1832,-0.0793,0.2465,1832,-0.0793,0.2882
1833,-0.1049,0.0916,1833,-0.1049,0.0764,1833,-0.1049,0.102,1833,-0.1049,0.1286,1833,-0.1049,0.181,1833,-0.1049,0.1547,1833,-0.1049,0.1334,1833,-0.1049,0.1541
1834,-0.0762,0.182,1834,-0.0762,0.1662,1834,-0.0762,0.1773,1834,-0.0762,0.2226,1834,-0.0762,0.2028,1834,-0.0762,0.1777,1834,-0.0762,0.1466,1834,-0.0762,0.1639
1835,-0.1157,0.0901,1835,-0.1157,0.0485,1835,-0.1157,0.0985,1835,-0.1157,0.1246,1835,-0.1157,0.1621,1835,-0.1157,0.0988,1835,-0.1157,0.1115,1835,-0.1157,0.135
1836,-0.101,0.0751,1836,-0.101,0.0557,1836,-0.101,0.094,1836,-0.101,0.1198,1836,-0.101,0.1347,1836,-0.101,0.072,1836,-0.101,0.1017,1836,-0.101,0.1136
1837,-0.0516,0.0041,1837,-0.0516,-0.0408,1837,-0.0516,0.005,1837,-0.0516,0.0052,1837,-0.0516,0.025,1837,-0.0516,-0.0376,1837,-0.0516,0.0212,1837,-0.0516,0.0239
1838,-0.0996,0.0104,1838,-0.0996,-0.0143,1838,-0.0996,0.0126,1838,-0.0996,0.0142,1838,-0.0996,0.0509,1838,-0.0996,-0.0069,1838,-0.0996,0.0419,1838,-0.0996,0.0462
1839,-0.0707,0.0063,1839,-0.0707,-0.0498,1839,-0.0707,0.0068,1839,-0.0707,0.0079,1839,-0.0707,0.023,1839,-0.0707,-0.0555,1839,-0.0707,0.0175,1839,-0.0707,0.0186
1840,-0.1453,0.0104,1840,-0.1453,-0.0382,1840,-0.1453,0.0109,1840,-0.1453,0.012,1840,-0.1453,0.0339,1840,-0.1453,-0.0521,1840,-0.1453,0.0284,1840,-0.1453,0.0302
1841,-0.1243,0.0006,1841,-0.1243,-0.0704,1841,-0.1243,0.0007,1841,-0.1243,0.0007,1841,-0.1243,0.0018,1841,-0.1243,-0.0762,1841,-0.1243,0.0018,1841,-0.1243,0.0019
1842,-0.1487,0.0015,1842,-0.1487,-0.059,1842,-0.1487,0.0019,1842,-0.1487,0.002,1842,-0.1487,0.0069,1842,-0.1487,-0.0584,1842,-0.1487,0.0064,1842,-0.1487,0.007
1843,-0.1498,0.0011,1843,-0.1498,-0.0803,1843,-0.1498,0.0012,1843,-0.1498,0.0013,1843,-0.1498,0.0032,1843,-0.1498,-0.0875,1843,-0.1498,0.0029,1843,-0.1498,0.003
1844,-0.1332,0.003,1844,-0.1332,-0.0815,1844,-0.1332,0.0033,1844,-0.1332,0.0036,1844,-0.1332,0.0106,1844,-0.1332,-0.088,1844,-0.1332,0.0093,1844,-0.1332,0.0098
1850,0.6049,0.4782,1850,0.6049,0.4103,1850,0.6049,0.3312,1850,0.6049,0.379,1850,0.6049,0.5031,1850,0.6049,0.552,1850,0.6049,0.3482,1850,0.6049,0.3663
1851,0.7441,0.5262,1851,0.7441,0.6007,1851,0.7441,0.3488,1851,0.7441,0.3984,1851,0.7441,0.5352,1851,0.7441,0.7324,1851,0.7441,0.3844,1851,0.7441,0.3973
1854,0.4663,0.4114,1854,0.4663,0.3008,1854,0.4663,0.2938,1854,0.4663,0.3557,1854,0.4663,0.443,1854,0.4663,0.4146,1854,0.4663,0.2959,1854,0.4663,0.3372
1855,0.6248,0.4652,1855,0.6248,0.4687,1855,0.6248,0.3169,1855,0.6248,0.3791,1855,0.6248,0.4857,1855,0.6248,0.5987,1855,0.6248,0.3301,1855,0.6248,0.3742
1857,0.2119,0.407,1857,0.2119,0.3029,1857,0.2119,0.3086,1857,0.2119,0.3725,1857,0.2119,0.4617,1857,0.2119,0.4479,1857,0.2119,0.3265,1857,0.2119,0.3503
1858,0.2666,0.447,1858,0.2666,0.3365,1858,0.2666,0.3251,1858,0.2666,0.3905,1858,0.2666,0.5177,1858,0.2666,0.5777,1858,0.2666,0.3652,1858,0.2666,0.3876
1859,0.1802,0.3783,1859,0.1802,0.2444,1859,0.1802,0.2894,1859,0.1802,0.3515,1859,0.1802,0.4088,1859,0.1802,0.3343,1859,0.1802,0.2881,1859,0.1802,0.3246
1860,0.2415,0.4262,1860,0.2415,0.3057,1860,0.2415,0.3084,1860,0.2415,0.3747,1860,0.2415,0.4715,1860,0.2415,0.4974,1860,0.2415,0.3247,1860,0.2415,0.3667
1861,0.0602,0.3977,1861,0.0602,0.2874,1861,0.0602,0.3037,1861,0.0602,0.3674,1861,0.0602,0.449,1861,0.0602,0.3969,1861,0.0602,0.3195,1861,0.0602,0.3429
1862,0.0878,0.4322,1862,0.0878,0.3117,1862,0.0878,0.318,1862,0.0878,0.3845,1862,0.0878,0.5012,1862,0.0878,0.5064,1862,0.0878,0.3531,1862,0.0878,0.3767
1863,0.0431,0.3683,1863,0.0431,0.232,1863,0.0431,0.2868,1863,0.0431,0.3482,1863,0.0431,0.4008,1863,0.0431,0.315,1863,0.0431,0.2851,1863,0.0431,0.3189
1864,0.0261,0.4142,1864,0.0261,0.267,1864,0.0261,0.3038,1864,0.0261,0.3695,1864,0.0261,0.4605,1864,0.0261,0.4233,1864,0.0261,0.3202,1864,0.0261,0.3584
1865,0.0538,0.389,1865,0.0538,0.2817,1865,0.0538,0.3004,1865,0.0538,0.3637,1865,0.0538,0.4416,1865,0.0538,0.3855,1865,0.0538,0.3145,1865,0.0538,0.3371
1866,0.0363,0.4188,1866,0.0363,0.3066,1866,0.0363,0.3155,1866,0.0363,0.3818,1866,0.0363,0.496,1866,0.0363,0.4719,1866,0.0363,0.3497,1866,0.0363,0.373
1867,0.0355,0.3382,1867,0.0355,0.216,1867,0.0355,0.2816,1867,0.0355,0.3424,1867,0.0355,0.3862,1867,0.0355,0.2832,1867,0.0355,0.2786,1867,0.0355,0.3112
1868,0.0253,0.379,1868,0.0253,0.2462,1868,0.0253,0.2982,1868,0.0253,0.3627,1868,0.0253,0.4458,1868,0.0253,0.381,1868,0.0253,0.3127,1868,0.0253,0.3492
1869,-0.0393,0.3662,1869,-0.0393,0.2642,1869,-0.0393,0.2951,1869,-0.0393,0.3584,1869,-0.0393,0.4302,1869,-0.0393,0.3445,1869,-0.0393,0.308,1869,-0.0393,0.3301
1870,-0.0576,0.3919,1870,-0.0576,0.2866,1870,-0.0576,0.3063,1870,-0.0576,0.3721,1870,-0.0576,0.4679,1870,-0.0576,0.4197,1870,-0.0576,0.3287,1870,-0.0576,0.3558
1871,-0.0386,0.3108,1871,-0.0386,0.1946,1871,-0.0386,0.2721,1871,-0.0386,0.3322,1871,-0.0386,0.3624,1871,-0.0386,0.2328,1871,-0.0386,0.2648,1871,-0.0386,0.2955
1872,-0.0065,0.3447,1872,-0.0065,0.2258,1872,-0.0065,0.2884,1872,-0.0065,0.3517,1872,-0.0065,0.4168,1872,-0.0065,0.3311,1872,-0.0065,0.2944,1872,-0.0065,0.3302
1873,-0.003,0.3415,1873,-0.003,0.2415,1873,-0.003,0.2831,1873,-0.003,0.3459,1873,-0.003,0.3875,1873,-0.003,0.2846,1873,-0.003,0.2797,1873,-0.003,0.3036
1874,-0.0097,0.3496,1874,-0.0097,0.2606,1874,-0.0097,0.2861,1874,-0.0097,0.3494,1874,-0.0097,0.4154,1874,-0.0097,0.3831,1874,-0.0097,0.2933,1874,-0.0097,0.3225
1875,-0.0164,0.2878,1875,-0.0164,0.1831,1875,-0.0164,0.2584,1875,-0.0164,0.3166,1875,-0.0164,0.3312,1875,-0.0164,0.2139,1875,-0.0164,0.2446,1875,-0.0164,0.2731
