type,method,difference
CF,D,0.0489
CF,D,-0.4806
CF,D,-0.517
CF,D,-0.7182
CF,D,-0.6814
CF,D,0.3335
CF,D,0.249
CF,D,0.2927
CF,D,0.2306
CF,D,0.3945
CF,D,0.3398
CF,D,0.337
CF,D,0.253
CF,D,0.4042
CF,D,0.3014
CF,D,0.3617
CF,D,0.3782
CF,D,0.3876
CF,D,0.3828
CF,D,0.3037
CF,D,0.2814
CF,D,0.2718
CF,D,0.2144
CF,D,0.2245
CF,D,0.2464
CF,D,0.2712
CF,D,0.235
CF,D,0.1291
CF,D,0.2089
CF,D,0.133
CF,D,0.1154
CF,D,0.1161
CF,D,0.1991
CF,D,0.1855
CF,D,0.0812
CF,D,0.1878
CF,D,0.125
CF,D,-0.2399
CF,D,-0.1297
CF,D,-0.2436
CF,D,-0.1102
CF,D,0.3139
CF,D,0.3198
CF,D,0.2546
CF,D,0.3022
CF,D,0.2573
CF,D,0.2184
CF,D,0.3083
CF,D,0.3357
CF,D,0.1785
CF,D,0.1855
CF,D,0.1796
CF,D,0.1644
CF,D,0.1902
CF,D,0.2216
CF,D,0.2229
CF,D,0.1555
CF,D,0.1719
CF,D,0.1469
CF,D,0.1687
CF,D,0.1533
CF,D,0.1544
CF,D,0.1482
CF,D,0.198
CF,D,0.1665
CF,D,0.093
CF,D,0.0991
CF,D,0.1266
CF,D,0.1025
CF,D,0.1339
CF,D,0.1267
CF,D,0.2047
CF,D,0.1632
CF,D,-0.3101
CF,D,-0.5267
CF,D,-0.2328
CF,D,-0.4338
CF,D,0.2772
CF,D,0.2546
CF,D,0.2702
CF,D,0.2758
CF,D,0.4085
CF,D,0.4479
CF,D,0.3468
CF,D,0.4265
CF,D,0.4121
CF,D,0.4157
CF,D,0.3973
CF,D,0.3862
CF,D,0.4475
CF,D,0.4239
CF,D,0.4052
CF,D,0.3993
CF,D,0.3489
CF,D,0.3687
CF,D,0.3161
CF,D,0.3776
CF,D,0.1965
CF,D,0.2582
CF,D,0.2058
CF,D,0.1761
CF,D,0.0557
CF,D,0.11
CF,D,0.077
CF,D,0.1557
CF,D,0.1249
CF,D,0.1502
CF,D,0.1509
CF,D,0.1362
CF,D,-0.1267
CF,D,-0.2179
CF,D,-0.0549
CF,D,-0.1596
CF,D,0.1951
CF,D,0.1804
CF,D,0.1981
CF,D,0.1847
CF,D,0.3375
CF,D,0.3444
CF,D,0.3252
CF,D,0.3881
CF,D,0.3352
CF,D,0.3825
CF,D,0.3027
CF,D,0.3537
CF,D,0.4055
CF,D,0.4495
CF,D,0.3494
CF,D,0.3512
CF,D,0.3445
CF,D,0.3593
CF,D,0.3042
CF,D,0.3261
CF,D,0.3472
CF,D,0.2714
CF,D,0.2882
CF,D,0.2602
CF,D,0.1398
CF,D,0.0578
CF,D,0.1458
CF,D,0.0738
CF,D,0.0573
CF,D,0.065
CF,D,0.0814
CF,D,0.1001
CF,D,-0.5138
CF,D,-0.4956
CF,D,-0.6021
CF,D,-0.713
CF,D,0.3029
CF,D,0.3266
CF,D,0.2884
CF,D,0.253
CF,D,0.4645
CF,D,0.3691
CF,D,0.4551
CF,D,0.4143
CF,D,0.4437
CF,D,0.4365
CF,D,0.3517
CF,D,0.357
CF,D,0.4586
CF,D,0.4032
CF,D,0.4132
CF,D,0.3819
CF,D,0.3591
CF,D,0.3591
CF,D,0.3095
CF,D,0.3783
CF,D,0.3131
CF,D,0.2802
CF,D,0.2208
CF,D,0.2106
CF,D,0.071
CF,D,0.0373
CF,D,0.0832
CF,D,0.1773
CF,D,0.1393
CF,D,0.1261
CF,D,0.1534
CF,D,0.1223
CF,D,-0.499
CF,D,-0.3719
CF,D,-0.5725
CF,D,-0.3946
CF,D,0.2447
CF,D,0.2752
CF,D,0.1991
CF,D,0.24
CF,D,0.179
CF,D,0.3345
CF,D,0.3641
CF,D,0.3534
CF,D,0.3305
CF,D,0.2299
CF,D,0.2728
CF,D,0.2687
CF,D,0.2547
CF,D,0.2913
CF,D,0.2432
CF,D,0.2405
CF,D,0.3035
CF,D,0.193
CF,D,0.2202
CF,D,0.2372
CF,D,0.2061
CF,D,0.2595
CF,D,0.2567
CF,D,0.1691
CF,D,0.2557
CF,D,0.0963
CF,D,0.1275
CF,D,0.168
CF,D,0.1984
CF,D,0.1493
CF,D,0.2053
CF,D,0.2097
CF,D,-0.0025
CF,D,0.1336
CF,D,0.0363
CF,D,0.1578
CF,D,0.3698
CF,D,0.3987
CF,D,0.3339
CF,D,0.3398
CF,D,0.2999
CF,D,0.2126
CF,D,0.2925
CF,D,0.2529
CF,D,0.1405
CF,D,0.1836
CF,D,0.1973
CF,D,0.2017
CF,D,0.1574
CF,D,0.1617
CF,D,0.171
CF,D,0.2215
CF,D,0.13
CF,D,0.1771
CF,D,0.1347
CF,D,0.1788
CF,D,0.1885
CF,D,0.2117
CF,D,0.1033
CF,D,0.1672
CF,D,0.1273
CF,D,0.0888
CF,D,0.1131
CF,D,0.1419
CF,D,0.0933
CF,D,0.0611
CF,D,0.0852
CF,D,0.1122
CF,D,0.2034
CF,D,0.1028
CF,D,0.2674
CF,D,0.1756
CF,D,0.1426
CF,D,0.2047
CF,D,0.1806
CF,D,0.1974
CF,D,0.275
CF,D,0.2257
CF,D,0.2409
CF,D,0.2413
CF,D,0.2314
CF,D,0.2126
CF,D,0.1864
CF,D,0.2144
CF,D,0.263
CF,D,0.266
CF,D,0.2123
CF,D,0.3057
CF,D,0.2225
CF,D,0.2989
CF,D,0.1824
CF,D,0.2326
CF,D,0.229
CF,D,0.2743
CF,D,0.182
CF,D,0.1522
CF,D,0.1089
CF,D,0.0556
CF,D,-0.0127
CF,D,0.0848
CF,D,0.0021
CF,D,0.0407
CF,D,0.0642
CF,D,0.0045
CF,D,-0.7475
CF,D,-0.6372
CF,D,-0.4245
CF,D,-0.3901
CF,D,0.2771
CF,D,0.2696
CF,D,0.3842
CF,D,0.2552
CF,D,0.3963
CF,D,0.2791
CF,D,0.3055
CF,D,0.3856
CF,D,0.3312
CF,D,0.2484
CF,D,0.1933
CF,D,0.2962
CF,D,0.2838
CF,D,0.2748
CF,D,0.2419
CF,D,0.3471
CF,D,0.3572
CF,D,0.2774
CF,D,0.2787
CF,D,0.2179
CF,D,0.2621
CF,D,0.1847
CF,D,0.2479
CF,D,0.1661
CF,D,0.2327
CF,D,0.1687
CF,D,0.1501
CF,D,0.1098
CF,D,0.1514
CF,D,0.1764
CF,D,0.2536
CF,D,0.2637
CF,D,-0.2395
CF,D,-0.0675
CF,D,-0.134
CF,D,0.0975
CF,D,0.2071
CF,D,0.2744
CF,D,0.2089
CF,D,0.2105
CF,D,0.3523
CF,D,0.3393
CF,D,0.3442
CF,D,0.322
CF,D,0.1941
CF,D,0.1712
CF,D,0.1887
CF,D,0.176
CF,D,0.2185
CF,D,0.122
CF,D,0.1776
CF,D,0.1666
CF,D,0.2035
CF,D,0.1277
CF,D,0.1959
CF,D,0.0679
CF,D,0.2212
CF,D,0.1461
CF,D,0.1895
CF,D,0.098
CF,D,0.1442
CF,D,0.0908
CF,D,0.1617
CF,D,0.104
CF,D,0.1577
CF,D,0.1961
CF,D,0.2283
CF,D,0.1806
CF,D,-0.1261
CF,D,-0.2596
CF,D,0.0618
CF,D,-0.0785
CF,D,0.2828
CF,D,0.319
CF,D,0.2916
CF,D,0.2367
CF,D,0.3558
CF,D,0.3588
CF,D,0.3292
CF,D,0.3956
CF,D,0.3331
CF,D,0.3502
CF,D,0.2737
CF,D,0.3151
CF,D,0.3436
CF,D,0.3993
CF,D,0.3158
CF,D,0.3051
CF,D,0.2737
CF,D,0.2721
CF,D,0.2535
CF,D,0.2363
CF,D,0.144
CF,D,0.2258
CF,D,0.2017
CF,D,0.1734
CF,D,0.1427
CF,D,0.108
CF,D,0.1127
CF,D,0.1703
CF,D,0.1421
CF,D,0.1897
CF,D,0.1442
CF,D,0.1059
CF,D,0.0556
CF,D,-0.0245
CF,D,0.1703
CF,D,0.1331
CF,D,0.2105
CF,D,0.2035
CF,D,0.254
CF,D,0.2415
CF,D,0.2958
CF,D,0.2963
CF,D,0.2565
CF,D,0.276
CF,D,0.2425
CF,D,0.2667
CF,D,0.2533
CF,D,0.2998
CF,D,0.3081
CF,D,0.3437
CF,D,0.253
CF,D,0.2665
CF,D,0.2948
CF,D,0.3084
CF,D,0.1576
CF,D,0.2623
CF,D,0.1455
CF,D,0.2741
CF,D,0.1782
CF,D,0.1576
CF,D,0.0511
CF,D,0.1337
CF,D,0.0739
CF,D,0.1125
CF,D,0.0716
CF,D,0.108
CF,D,0.0735
CF,D,0.1062
CF,D,-0.3857
CF,D,-0.6268
CF,D,-0.2081
CF,D,-0.228
CF,D,0.2574
CF,D,0.3399
CF,D,0.3655
CF,D,0.3481
CF,D,0.461
CF,D,0.422
CF,D,0.3432
CF,D,0.4062
CF,D,0.3105
CF,D,0.2338
CF,D,0.2135
CF,D,0.3329
CF,D,0.4129
CF,D,0.3602
CF,D,0.3168
CF,D,0.3207
CF,D,0.2878
CF,D,0.3403
CF,D,0.2666
CF,D,0.2545
CF,D,0.2368
CF,D,0.2612
CF,D,0.2527
CF,D,0.3063
CF,D,0.1749
CF,D,0.1608
CF,D,0.1133
CF,D,0.0959
CF,D,0.1715
CF,D,0.1565
CF,D,0.0436
CF,D,0.0468
CF,D,-0.511
CF,D,-0.3424
CF,D,-0.3438
CF,D,-0.2425
CF,D,0.2752
CF,D,0.2836
CF,D,0.2359
CF,D,0.2624
CF,D,0.418
CF,D,0.3399
CF,D,0.3674
CF,D,0.3639
CF,D,0.2809
CF,D,0.224
CF,D,0.2063
CF,D,0.1935
CF,D,0.2862
CF,D,0.2801
CF,D,0.2631
CF,D,0.2831
CF,D,0.2096
CF,D,0.2146
CF,D,0.2822
CF,D,0.1887
CF,D,0.2191
CF,D,0.2073
CF,D,0.1344
CF,D,0.2605
CF,D,0.1789
CF,D,0.208
CF,D,0.1595
CF,D,0.1589
CF,D,0.258
CF,D,0.1953
CF,D,0.1989
CF,D,0.2041
CF,D,0.1128
CF,D,0.2119
CF,D,0.1709
CF,D,0.1938
CF,D,0.2875
CF,D,0.3192
CF,D,0.2486
CF,D,0.2974
CF,D,0.2424
CF,D,0.2311
CF,D,0.209
CF,D,0.2486
CF,D,0.1617
CF,D,0.1783
CF,D,0.1609
CF,D,0.1724
CF,D,0.2415
CF,D,0.2263
CF,D,0.1988
CF,D,0.1894
CF,D,0.1003
CF,D,0.1792
CF,D,0.0736
CF,D,0.1324
CF,D,0.0756
CF,D,0.1651
CF,D,0.0779
CF,D,0.113
CF,D,0.0901
CF,D,0.0798
CF,D,0.1166
CF,D,0.0829
CF,D,0.1043
CF,D,0.0994
CF,D,0.1408
CF,D,0.1532
CF,D,0.0991
CF,D,-0.1022
CF,D,0.2645
CF,D,0.2435
CF,D,0.3576
CF,D,0.3596
CF,D,0.3939
CF,D,0.367
CF,D,0.362
CF,D,0.3987
CF,D,0.364
CF,D,0.3457
CF,D,0.3004
CF,D,0.2667
CF,D,0.0891
CF,D,0.0166
CF,D,-0.0085
CF,D,0.0324
CF,D,0.0024
CF,D,0.013
CF,D,-0.2675
CF,D,-0.2699
CF,D,0.365
CF,D,0.444
CF,D,0.3303
CF,D,0.3322
CF,D,0.4612
CF,D,0.3077
CF,D,0.4447
CF,D,0.2499
CF,D,0.4147
CF,D,0.3543
CF,D,0.3133
CF,D,0.3817
CF,D,0.3719
CF,D,0.3369
CF,D,0.4121
CF,D,0.3512
CF,D,0.2911
CF,D,0.2595
CF,D,0.2494
CF,D,0.3073
CF,D,0.3451
CF,D,0.2381
CF,D,0.2954
CF,D,0.2459
CF,D,0.0836
CF,D,0.1028
CF,D,0.0812
CF,D,0.1041
CF,D,0.0464
CF,D,0.0754
CF,D,-0.0097
CF,D,0.1198
CF,D,0.1217
CF,D,0.132
CF,D,-0.1357
CF,D,-0.0828
CF,D,0.3417
CF,D,0.356
CF,D,0.2794
CF,D,0.3836
CF,D,0.2749
CF,D,0.2858
CF,D,0.3418
CF,D,0.2415
CF,D,0.2239
CF,D,0.1579
CF,D,0.2229
CF,D,0.1505
CF,D,0.2287
CF,D,0.1805
CF,D,0.2111
CF,D,0.17
CF,D,0.1577
CF,D,0.0926
CF,D,0.0991
CF,D,0.1204
CF,D,0.1604
CF,D,0.16
CF,D,0.1251
CF,D,0.136
CF,D,0.094
CF,D,0.073
CF,D,0.0602
CF,D,0.0611
CF,D,0.0993
CF,D,0.0632
CF,D,0.1173
CF,D,0.1027
CF,D,-0.2431
CF,D,-0.225
CF,D,-0.3585
CF,D,-0.3806
CF,D,0.2321
CF,D,0.3409
CF,D,0.2243
CF,D,0.2756
CF,D,0.4314
CF,D,0.48
CF,D,0.4205
CF,D,0.4839
CF,D,0.5044
CF,D,0.4606
CF,D,0.4918
CF,D,0.4714
CF,D,0.4688
CF,D,0.5289
CF,D,0.459
CF,D,0.4784
CF,D,0.4353
CF,D,0.4147
CF,D,0.4046
CF,D,0.4276
CF,D,0.3075
CF,D,0.2518
CF,D,0.2512
CF,D,0.2751
CF,D,0.0889
CF,D,0.076
CF,D,0.0868
CF,D,0.0782
CF,D,0.037
CF,D,0.062
CF,D,0.0682
CF,D,0.1048
CF,D,-0.1294
CF,D,-0.227
CF,D,-0.1651
CF,D,-0.2844
CF,D,0.2154
CF,D,0.2053
CF,D,0.1846
CF,D,0.199
CF,D,0.3893
CF,D,0.4193
CF,D,0.3462
CF,D,0.3752
CF,D,0.3804
CF,D,0.443
CF,D,0.3745
CF,D,0.3942
CF,D,0.4234
CF,D,0.4654
CF,D,0.3943
CF,D,0.4664
CF,D,0.4102
CF,D,0.4195
CF,D,0.3749
CF,D,0.4559
CF,D,0.324
CF,D,0.3243
CF,D,0.2806
CF,D,0.1285
CF,D,0.0217
CF,D,0.0466
CF,D,0.0772
CF,D,0.032
CF,D,0.0943
CF,D,0.0664
CF,D,0.0545
CF,D,0.0744
CF,D,-0.1616
CF,D,-0.1281
CF,D,-0.3541
CF,D,-0.2884
CF,D,0.3758
CF,D,0.3644
CF,D,0.3588
CF,D,0.3594
CF,D,0.5701
CF,D,0.4939
CF,D,0.4863
CF,D,0.4518
CF,D,0.4709
CF,D,0.4573
CF,D,0.4691
CF,D,0.4322
CF,D,0.4876
CF,D,0.4484
CF,D,0.4169
CF,D,0.4704
CF,D,0.3792
CF,D,0.3745
CF,D,0.4012
CF,D,0.4131
CF,D,0.2953
CF,D,0.3449
CF,D,0.3005
CF,D,0.3056
CF,D,0.1108
CF,D,0.1101
CF,D,0.1097
CF,D,0.1269
CF,D,0.0287
CF,D,0.0249
CF,D,0.1375
CF,D,0.0325
CF,D,0.0601
CF,D,0.1321
CF,D,-0.2035
CF,D,-0.2175
CF,D,0.3198
CF,D,0.2886
CF,D,0.1893
CF,D,0.2416
CF,D,0.2304
CF,D,0.3197
CF,D,0.2079
CF,D,0.3363
CF,D,0.2897
CF,D,0.2994
CF,D,0.3261
CF,D,0.3133
CF,D,0.3499
CF,D,0.2652
CF,D,0.3677
CF,D,0.3152
CF,D,0.207
CF,D,0.2335
CF,D,0.2186
CF,D,0.2304
CF,D,0.2355
CF,D,0.1566
CF,D,0.1713
CF,D,0.1342
CF,D,0.0595
CF,D,0.0935
CF,D,0.1869
CF,D,0.0851
CF,D,0.0694
CF,D,0.1408
CF,D,0.1806
CF,D,0.0376
CF,D,0.175
CF,D,0.2549
CF,D,0.0421
CF,D,0.2038
CF,D,0.4326
CF,D,0.3997
CF,D,0.3879
CF,D,0.4199
CF,D,0.2294
CF,D,0.2089
CF,D,0.2472
CF,D,0.253
CF,D,0.1513
CF,D,0.1457
CF,D,0.1678
CF,D,0.1468
CF,D,0.1718
CF,D,0.1438
CF,D,0.1841
CF,D,0.1978
CF,D,0.1369
CF,D,0.1266
CF,D,0.1517
CF,D,0.1584
CF,D,0.1269
CF,D,0.1103
CF,D,0.151
CF,D,0.0807
CF,D,0.0281
CF,D,0.0825
CF,D,0.02
CF,D,0.0326
CF,D,0.047
CF,D,-0.0116
CF,D,0.0781
CF,D,0.0479
CF,D,0.0481
CF,D,0.0223
CF,D,0.0443
CF,D,0.0144
CF,D,0.035
CF,D,0.0675
CF,D,0.0145
CF,D,0.0289
CF,D,0.0796
CF,D,0.0286
CF,D,0.0589
CF,D,-0.0024
CF,D,0.0535
CF,D,0.0292
CF,D,0.0081
CF,D,0.0617
CF,D,-0.0217
CF,D,-0.0319
CF,D,0.066
CF,D,0.0531
CF,D,0.1231
CF,D,0.1257
CF,D,0.0558
CF,D,0.0967
CF,D,0.0727
CF,D,0.0351
CF,D,0.0745
CF,D,0.0584
CF,D,0.025
CF,D,0.0181
CF,D,0.0187
CF,D,0.0413
CF,D,-0.0015
CF,D,0.0536
CF,D,0.0205
CF,D,0.0355
CF,D,-0.0742
CF,D,-0.0602
CF,D,0.0004
CF,D,0.1909
CF,D,0.0457
CF,D,-0.1539
CF,D,-0.0382
CF,D,0.0324
CF,D,-0.0129
CF,D,-0.1122
CF,D,-0.0612
CF,D,-0.0937
CF,D,0.0528
CF,D,0.03
CF,D,-0.2025
CF,D,-0.1098
CF,D,0.0993
CF,D,0.0723
CF,D,0.0359
CF,D,0.0629
CF,D,-0.0218
CF,D,0.0476
CF,D,0.0296
CF,D,0.1102
CF,D,0.0365
CF,D,0.0384
CF,D,0.1062
CF,D,-0.0013
CF,D,-0.0151
CF,D,0.0696
CF,D,0.0279
CF,D,0.0901
CF,D,0.038
CF,D,0.058
CF,D,0.0154
CF,D,0.0417
CF,D,0.0548
CF,D,0.0398
CF,D,0.0738
CF,D,0.029
CF,D,0.0458
CF,D,0.0498
CF,D,0.0299
CF,D,0.0432
CF,D,0.0466
CF,D,0.0867
CF,D,-0.0015
CF,D,-0.0083
CF,D,0.0938
CF,D,0.0848
CF,D,0.0179
CF,D,-0.0031
CF,D,-0.033
CF,D,-0.0404
CF,D,0.0466
CF,D,0.0751
CF,D,0.0901
CF,D,0.0773
CF,D,0.0966
CF,D,0.0753
CF,D,0.056
CF,D,0.0973
CF,D,0.0656
CF,D,0.1031
CF,D,0.0594
CF,D,0.0677
CF,D,0.0757
CF,D,0.0108
CF,D,0.054
CF,D,0.0587
CF,D,0.0317
CF,D,0.0123
CF,D,-0.0201
CF,D,0.0035
CF,D,-0.0117
CF,D,-0.0181
CF,D,0.1106
CF,D,0.0698
CF,D,-0.029
CF,D,-0.0719
CF,D,-0.0382
CF,D,0.0436
CF,D,0.0102
CF,D,0.0235
CF,D,-0.0023
CF,D,-0.044
CF,D,0.0104
CF,D,-0.0109
CF,D,0.0346
CF,D,-0.0061
CF,D,0.0815
CF,D,0.0175
CF,D,-0.187
CF,D,0.0178
CF,D,0.0669
CF,D,-0.093
CF,D,0.0495
CF,D,0.0561
CF,D,-0.0048
CF,D,-0.0175
CF,D,-0.0241
CF,D,-0.0317
CF,D,-0.0092
CF,D,-0.0236
CF,D,-0.0223
CF,D,-0.0576
CF,D,-0.1869
CF,D,-0.0073
CF,D,0.2701
CF,D,0.2056
CF,D,0.23
CF,D,0.2565
CF,D,0.2559
CF,D,0.2485
CF,D,0.1967
CF,D,0.1569
CF,D,0.1478
CF,D,0.1423
CF,D,0.0939
CF,D,0.1514
CF,D,0.0548
CF,D,-0.0089
CF,D,0.0525
CF,D,0.0656
CF,D,0.0508
CF,D,0.1047
CF,D,0.1314
CF,D,0.0288
CF,D,0.1294
CF,D,0.0396
CF,D,0.1493
CF,D,0.0354
CF,D,-0.0037
CF,D,0.0935
CF,D,0.0097
CF,D,0.0111
CF,D,0.0768
CF,D,0.0333
CF,D,0.0681
CF,D,0.0833
CF,D,0.0621
CF,D,0.0125
CF,D,-0.0352
CF,D,0.0594
CF,D,0.0286
CF,D,0.0045
CF,D,0.0658
CF,D,0.0097
CF,D,-0.0087
CF,D,-0.1177
CF,D,0.0901
CF,D,0.0474
CF,D,0.0265
CF,D,-0.0557
CF,D,0.0212
CF,D,-0.0063
CF,D,-0.0593
CF,D,-0.093
CF,D,-0.0496
CF,D,-0.0613
CF,D,0.086
CF,D,0.0126
CF,D,0.1951
CF,D,0.2104
CF,D,0.2315
CF,D,0.1608
CF,D,0.1626
CF,D,0.0327
CF,D,0.1294
CF,D,0.1792
CF,D,0.1247
CF,D,0.0841
CF,D,0.1281
CF,D,0.0987
CF,D,0.0915
CF,D,0.1982
CF,D,-0.0505
CF,D,0.0369
CF,D,0.0601
CF,D,0.0096
CF,D,0.3428
CF,D,0.3241
CF,D,0.4144
CF,D,0.2742
CF,D,0.262
CF,D,0.2293
CF,D,0.2003
CF,D,0.2029
CF,D,0.2321
CF,D,0.2208
CF,D,0.2058
CF,D,0.2259
CF,D,0.0898
CF,D,0.1499
CF,D,0.0557
CF,D,0.0387
CF,D,0.0426
CF,D,0.0368
CF,D,0.2882
CF,D,0.288
CF,D,0.2116
CF,D,0.2884
CF,D,0.2569
CF,D,0.2367
CF,D,0.1744
CF,D,0.1822
CF,D,0.2112
CF,D,0.1564
CF,D,0.211
CF,D,0.1787
CF,D,0.188
CF,D,0.1245
CF,D,0.0568
CF,D,0.0804
CF,D,0.0888
CF,D,0.0707
CF,D,0.3807
CF,D,0.376
CF,D,0.4066
CF,D,0.4792
CF,D,0.2551
CF,D,0.2632
CF,D,0.2271
CF,D,0.1191
CF,D,0.1329
CF,D,0.1679
CF,D,0.1149
CF,D,0.165
CF,D,0.1196
CF,D,0.0356
CF,D,0.0092
CF,D,0.0649
CF,D,0.0625
CF,D,0.0042
CF,D,0.0409
CF,D,-0.106
CF,D,0.1445
CF,D,-0.0966
CF,D,0.0281
CF,D,0.0715
CF,D,-0.0233
CF,D,-0.0786
CF,D,0.026
CF,C,0.1789
CF,C,0.1446
CF,C,0.0737
CF,C,0.1066
CF,C,0.3358
CF,C,0.2696
CF,C,0.3273
CF,C,0.487
CF,C,0.5604
CF,C,0.4603
CF,C,0.4613
CF,C,0.3308
CF,C,0.565
CF,C,0.4363
CF,C,0.4456
CF,C,0.3734
CF,C,0.3876
CF,C,0.3528
CF,C,0.3895
CF,C,0.3253
CF,C,0.3182
CF,C,0.2329
CF,C,0.3391
CF,C,0.3043
CF,C,0.3849
CF,C,0.3358
CF,C,0.3568
CF,C,0.2892
CF,C,0.0295
CF,C,0.1081
CF,C,0.0639
CF,C,0.1962
CF,C,-0.0471
CF,C,-0.0388
CF,C,-0.0087
CF,C,0.1105
CF,C,-0.0154
CF,C,0.0859
CF,C,0.0996
CF,C,0.0778
CF,C,0.2944
CF,C,0.2613
CF,C,0.2888
CF,C,0.2754
CF,C,0.2913
CF,C,0.2665
CF,C,0.2966
CF,C,0.2357
CF,C,0.2325
CF,C,0.1541
CF,C,0.1873
CF,C,0.115
CF,C,0.1468
CF,C,0.1563
CF,C,0.1636
CF,C,0.1546
CF,C,0.0923
CF,C,0.0301
CF,C,0.1352
CF,C,0.058
CF,C,0.1457
CF,C,0.0652
CF,C,0.1568
CF,C,0.1158
CF,C,0.0676
CF,C,0.0818
CF,C,0.083
CF,C,0.0428
CF,C,0.038
CF,C,0.0498
CF,C,0.0243
CF,C,0.0064
CF,C,0.1494
CF,C,0.1676
CF,C,0.0108
CF,C,0.0375
CF,C,0.3899
CF,C,0.4326
CF,C,0.2448
CF,C,0.3051
CF,C,0.5311
CF,C,0.5347
CF,C,0.4398
CF,C,0.4799
CF,C,0.4783
CF,C,0.4927
CF,C,0.4871
CF,C,0.4426
CF,C,0.4075
CF,C,0.499
CF,C,0.4492
CF,C,0.4723
CF,C,0.4877
CF,C,0.4535
CF,C,0.4457
CF,C,0.4452
CF,C,0.4324
CF,C,0.4535
CF,C,0.3345
CF,C,0.3562
CF,C,0.3133
CF,C,0.3108
CF,C,0.1571
CF,C,0.1875
CF,C,-0.0038
CF,C,0.0401
CF,C,0.0315
CF,C,0.0605
CF,C,0.1231
CF,C,0.1222
CF,C,-0.0757
CF,C,0.0067
CF,C,0.2797
CF,C,0.3708
CF,C,0.2111
CF,C,0.1951
CF,C,0.4118
CF,C,0.4649
CF,C,0.3672
CF,C,0.4369
CF,C,0.4026
CF,C,0.4291
CF,C,0.3618
CF,C,0.4213
CF,C,0.3814
CF,C,0.3922
CF,C,0.3911
CF,C,0.4027
CF,C,0.3683
CF,C,0.4191
CF,C,0.3742
CF,C,0.4271
CF,C,0.3387
CF,C,0.4147
CF,C,0.3038
CF,C,0.337
CF,C,0.2223
CF,C,0.2732
CF,C,0.0342
CF,C,0.126
CF,C,-0.0345
CF,C,-0.0111
CF,C,0.0235
CF,C,0.0493
CF,C,0.1636
CF,C,0.1898
CF,C,0.0379
CF,C,0.0639
CF,C,0.4065
CF,C,0.2859
CF,C,0.3462
CF,C,0.2548
CF,C,0.603
CF,C,0.513
CF,C,0.5604
CF,C,0.4529
CF,C,0.4657
CF,C,0.4922
CF,C,0.4607
CF,C,0.4875
CF,C,0.5269
CF,C,0.4666
CF,C,0.5042
CF,C,0.5102
CF,C,0.4813
CF,C,0.4212
CF,C,0.4342
CF,C,0.4134
CF,C,0.4215
CF,C,0.3463
CF,C,0.3414
CF,C,0.348
CF,C,0.1814
CF,C,0.1145
CF,C,0.1745
CF,C,0.1955
CF,C,-0.0209
CF,C,0.1599
CF,C,0.0323
CF,C,0.0671
CF,C,0.1549
CF,C,0.1409
CF,C,0.1604
CF,C,0.1052
CF,C,0.3665
CF,C,0.3195
CF,C,0.4083
CF,C,0.332
CF,C,0.4115
CF,C,0.3933
CF,C,0.3815
CF,C,0.3014
CF,C,0.3242
CF,C,0.2972
CF,C,0.3379
CF,C,0.2378
CF,C,0.3929
CF,C,0.2254
CF,C,0.2855
CF,C,0.2118
CF,C,0.1926
CF,C,0.1212
CF,C,0.1622
CF,C,0.1682
CF,C,0.1222
CF,C,0.1545
CF,C,0.2131
CF,C,0.1261
CF,C,0.0989
CF,C,0.0518
CF,C,0.1025
CF,C,0.1277
CF,C,0.1181
CF,C,0.0561
CF,C,-0.0378
CF,C,0.0779
CF,C,0.0653
CF,C,0.0678
CF,C,0.0694
CF,C,0.1003
CF,C,0.0212
CF,C,0.0397
CF,C,0.054
CF,C,0.0522
CF,C,0.1024
CF,C,0.1299
CF,C,0.144
CF,C,0.0565
CF,C,0.0509
CF,C,0.095
CF,C,-0.0156
CF,C,0.0537
CF,C,0.1352
CF,C,0.081
CF,C,0.1709
CF,C,0.1076
CF,C,0.028
CF,C,0.087
CF,C,0.063
CF,C,0.1066
CF,C,0.1567
CF,C,0.0811
CF,C,0.1866
CF,C,0
CF,C,-0.0041
CF,C,0.0632
CF,C,-0.0073
CF,C,-0.0192
CF,C,0.0029
CF,C,0.0137
CF,C,0.0434
CF,C,0.0847
CF,C,0.1112
CF,C,0.1032
CF,C,0.0218
CF,C,0.0426
CF,C,0.4362
CF,C,0.3356
CF,C,0.1259
CF,C,0.1223
CF,C,0.2096
CF,C,0.1283
CF,C,0.1194
CF,C,0.1337
CF,C,0.0804
CF,C,0.0701
CF,C,0.0883
CF,C,0.0703
CF,C,0.1364
CF,C,0.2081
CF,C,0.1708
CF,C,0.3781
CF,C,0.1371
CF,C,-0.012
CF,C,0.0428
CF,C,0.0794
CF,C,0.1657
CF,C,0.0678
CF,C,0.1394
CF,C,0.2442
CF,C,0.0551
CF,C,0.038
CF,C,0.0725
CF,C,-0.0129
CF,C,0.1904
CF,C,0.0646
CF,C,-0.0286
CF,C,0.1315
CF,C,0.0636
CF,C,0.0568
CF,C,0.034
CF,C,-0.0016
CF,C,0.1462
CF,C,0.0677
CF,C,0.0406
CF,C,0.0243
CF,C,0.2036
CF,C,0.0959
CF,C,0.1543
CF,C,0.0722
CF,C,0.0562
CF,C,0.106
CF,C,0.0472
CF,C,-0.1015
CF,C,0.0706
CF,C,0.0369
CF,C,0.0666
CF,C,0.072
